Date,8ED,MRD,DST,5DN,CHK,BOK,SOK,9ED,RAV,GPT,DIS,CSP,TSP,TSB,PLC,FUT,10E,LRW,MOR,SHM,EVE,ALA,CON,ARB,M10,ZEN,WWK,ROE,M11,SOM,MBS,NPH,M12,ISD,DKA,AVR,M13,RTR,GTC,DGM,M14,THS,BNG,JOU,M15,KTK,FRF,DTK,ORI,BFZ,OGW,W16,SOI,EMN,KLD,AER,W17,AKH,HOU,XLN,RIX,DOM,M19,GRN,RNA,WAR,MH1,M20,ELD,THB,IKO,M21,ZNR,KHM,STX,MH2,AFR,MID,VOW,NEO,SNC,DMU,BRO,ONE,MOM,MAT,LTR,WOE,LCI,MKM,OTJ,MH3,ACR,BIG,BLB,DSK,FDN,Other
2024/12,1.64,1.14,0.53,0.36,0.55,0.54,0.44,0.04,0.25,0.4,1.15,0.95,0.66,0.47,0.13,0.81,0.12,1.56,0.12,0.46,0.04,0.16,0.1,0.11,1.46,1.19,0.66,1.53,1.17,0.83,0.22,1.38,0.1,1.96,1.02,0.09,0.1,0.27,0.09,0.12,0.02,0.13,0.01,0.02,0.03,0.23,0.0,0.03,0.04,0.04,0.91,0.0,0.06,0.29,0.04,2.1,0.0,0.15,0.18,0.06,0.01,0.88,0.59,0.08,0.04,0.93,3.12,0.86,1.99,1.1,1.26,0.12,1.3,0.09,0.13,7.06,0.47,0.82,0.62,0.85,0.14,0.52,1.73,0.53,0.48,0.02,5.66,0.19,0.43,0.34,0.36,34.26,0.05,0.03,0.87,2.57,0.23,0.0
